model number,BC_vars,year,chellman-2017-1.csv,mcconnell-2007-1.csv,osmont-2019-1.csv,barker-2021-1.csv,ming-2008-1.csv,legrand-2023-1.csv,sierra-hernández-2022-1.csv,eichler-2023-1.csv,osmont-2018-1.csv,zdanowicz-2018-1.csv,sigl-2018-1.csv,wolff-2012-1.csv,mcconnell-2021-1.csv,mcconnell-2021-2.csv,mcconnell-2021-3.csv,mcconnell-2021-4.csv,mcconnell-2021-5.csv,taylor-2011-1.csv,arienzo-2017-1.csv,mcconnell-2017-1.csv,liu-2021-1.csv,liu-2021-2.csv,liu-2021-3.csv,liu-2021-4.csv,liu-2021-5.csv,xu-2009-1.csv,rupple-2014-1.csv,zhang-2024-1.csv,zhang-2024-2.csv,zhang-2024-3.csv,zhang-2024-4.csv,zhang-2024-5.csv,zhang-2024-6.csv,zhang-2024-7.csv,zhang-2024-8.csv,zhang-2024-9.csv,zhang-2024-10.csv,zhang-2024-11.csv,zhang-2024-12.csv,zhang-2024-13.csv,mcconnell-2022-1.csv,matthew-2016-1.csv,kaspari-2020-1.csv
33-h11990-01-01-00000,bc_a1_SRF,1990,8.907790313375326e-11,2.718938838216339e-13,3.178787461119258e-12,1.9190047712284933e-11,1.877240058540212e-11,4.5135446826679843e-13,2.0744131160781834e-12,5.716617532655343e-13,9.975916404244746e-14,4.181346340931668e-15,4.165875981104372e-13,2.5898773335828274e-13,1.854346063267819e-15,1.854346063267819e-15,4.2338612809618166e-17,7.901875923204267e-16,1.2662008037693597e-17,2.0138048832808742e-14,5.933203718116065e-17,2.0138048832808742e-14,2.2376862395344088e-14,1.5134483185838696e-17,4.047873892198796e-16,4.937055267910877e-17,1.1355864027474198e-16,3.262506093718409e-11,9.492093926216914e-14,2.5898773335828274e-13,5.1739345481569906e-15,9.040937598726952e-15,1.0896562697202107e-12,8.15125433073657e-13,7.972724561849606e-15,1.347203774393841e-14,1.8654407979530848e-14,3.824812131393425e-15,6.6246696673862495e-15,1.6158869189839925e-14,7.382522086212847e-13,3.569625995023886e-12,1.8654407979530848e-14,3.2200828388813296e-11,8.676757659494691e-12
34-h11977-01-01-00000,bc_a1_SRF,1977,4.716884005828623e-10,3.5385951084214223e-13,1.501746424799452e-12,1.9521559269784478e-11,1.3530602825122837e-11,1.5185918181282982e-13,1.7297904564811628e-12,1.3645467486062172e-13,6.359340367468875e-14,2.1857990991068468e-13,1.68726771077494e-13,2.3102619129245493e-13,3.0705625640802216e-15,3.0705625640802216e-15,1.0115063252082117e-14,1.033732023785883e-15,9.011185861164456e-16,2.5703758830714175e-14,5.077423437556391e-15,2.5703758830714175e-14,6.9393632545150835e-15,5.480223265729135e-15,1.667775839126142e-16,2.5055824420554997e-15,7.767986946736961e-16,2.237322441506709e-11,5.720208420418986e-14,2.3102619129245493e-13,3.77410182199409e-13,6.198830541737769e-15,5.078872672061701e-13,9.385642190915933e-13,9.654901256185248e-15,3.4489648960391164e-13,5.843542430986552e-15,1.923489408814652e-13,1.3867915924477842e-13,1.7290862836828732e-15,1.1932412369932013e-13,3.512298778758466e-12,5.843542430986552e-15,5.943539568251973e-11,4.594524356729936e-12
34-h11982-01-01-00000,bc_a1_SRF,1982,1.9848809336805818e-10,6.972857414863504e-13,5.785377863967594e-13,1.1381366797471389e-11,5.551973725609046e-12,1.8014618887480913e-13,2.683935145417231e-11,8.30831375998944e-14,4.9462932153516365e-14,4.4620810842569436e-14,7.311770201998955e-14,4.041500418584633e-13,1.818614736592565e-18,1.818614736592565e-18,7.635573173707966e-15,5.095212969912648e-15,2.2987768036064746e-16,1.3122149936000336e-14,1.8573661694893082e-14,1.3122149936000336e-14,5.614593188308955e-15,2.005453556791885e-15,2.6928761417841046e-16,1.9134789851878674e-16,6.271441220578283e-17,1.6316140471968914e-11,5.389364274704311e-14,4.041500418584633e-13,2.2304616552380467e-14,8.22579151217471e-14,5.657202741836534e-13,9.938482549862403e-13,8.63653166698322e-14,3.37790207040759e-14,2.8748475980403225e-14,4.465364613455272e-14,8.812775282651777e-14,1.1662048590569688e-14,4.934699880437224e-12,5.020618792939768e-11,2.8748475980403225e-14,5.487478380854122e-11,3.0181755552414617e-12
34-h11987-01-01-00000,bc_a1_SRF,1987,1.7725074798518318e-10,1.4268465641462093e-12,1.4172939756092536e-12,2.7783789180092687e-11,2.287533308885616e-11,1.7095362363759318e-13,5.036874978051372e-12,4.584015639201411e-13,3.0616091397142604e-14,1.1901185254946895e-12,7.855396014634624e-13,6.005077005415407e-13,1.395667497092192e-15,1.395667497092192e-15,5.318509937848337e-17,8.765073962961129e-15,4.204615182847307e-16,1.00352694506074e-14,1.704814188875276e-17,1.00352694506074e-14,2.2369877857405437e-14,4.483420626025549e-16,1.5902125707324508e-15,9.298372946240037e-17,1.0367969856421186e-16,5.225169138654469e-11,5.266806448596694e-14,6.005077005415407e-13,4.880240374374733e-13,1.8073755665824524e-14,1.5340196201136258e-12,2.1478989431509328e-12,1.865042340907778e-14,9.48589174453062e-13,8.321821535444144e-14,8.760184535333793e-14,3.3008165079907953e-13,1.0854771394024765e-13,9.683716914514028e-13,6.674787973754852e-12,8.321821535444144e-14,3.174386146715284e-11,3.348572025757068e-11
34-h11972-01-01-00000,bc_a1_SRF,1972,2.954279806516596e-10,6.966063065961312e-13,5.757651211662475e-13,1.0301907334866309e-11,6.537492664096599e-12,3.5679150290761483e-14,9.766421720046946e-13,8.551128995324162e-14,5.908987185582296e-16,5.564138751228971e-15,8.530042543164775e-14,5.080070394741174e-13,1.19782343083351e-14,1.19782343083351e-14,6.565044572105399e-14,2.363585421901978e-15,1.7366335412853583e-16,7.672722769241222e-15,1.4759697093190413e-14,7.672722769241222e-15,8.394897493662411e-15,3.549965495195228e-16,2.606161343057522e-16,3.506771888432853e-16,1.4001851142579009e-15,1.6387044620547726e-11,7.464882350980732e-16,5.080070394741174e-13,4.003975846385651e-14,8.587459753220843e-14,9.238228179670425e-13,7.684302220512707e-13,8.843299264557077e-14,4.196733779316664e-15,1.6957525975755185e-14,1.048752427242816e-14,4.671971190781022e-13,2.3546166134723528e-14,2.9703826528864532e-12,1.3191095239614543e-12,1.6957525975755185e-14,4.240229894568235e-11,7.741164444965662e-12
34-h11970-01-01-00000,bc_a1_SRF,1970,3.1914214740770656e-11,6.431483690127251e-13,6.060549822136994e-13,7.865867355801321e-12,8.291298898504787e-12,2.539947523073078e-13,1.0120116343604688e-11,1.6724511169027273e-13,1.2735551798824108e-15,5.2630091712316225e-14,2.1934507278752363e-13,5.562591927448381e-13,1.7811329370216337e-16,1.7811329370216337e-16,1.439261221929566e-16,2.845051833040072e-18,4.257740291418988e-15,9.452055840340631e-15,1.4816843905119783e-16,9.452055840340631e-15,4.933159134505253e-15,3.0973971258320627e-16,1.4216894077526386e-15,1.2865390816244996e-15,2.0623835436529114e-16,2.957797731400113e-11,6.416439844153528e-15,5.562591927448381e-13,4.692606312860809e-13,5.640045630779914e-13,7.178884135548159e-13,7.545597901716347e-13,5.567134236910822e-13,3.2377207291776666e-14,2.9973481607009056e-14,1.9517601294119264e-14,7.71471653069858e-13,1.9762855290912165e-15,6.816894272123799e-13,1.441991749332607e-11,2.9973481607009056e-14,1.992596190122482e-11,9.591540104976748e-12
35-h11970-01-01-00000,bc_a1_SRF,1970,4.772699419823417e-11,7.094334213068e-13,1.7465249275086921e-12,1.266536225621607e-11,9.028741848441631e-12,3.6522344778899177e-13,5.2543018254957564e-12,4.2925019491181134e-13,1.207635111833905e-13,2.7530728351222317e-13,3.8040245206445447e-13,2.2177179038181733e-13,4.848157757009584e-16,4.848157757009584e-16,4.605822134486035e-15,2.453801569473626e-15,9.04121544086473e-16,1.6192774894546488e-14,6.574028053427592e-14,1.6192774894546488e-14,2.2960402645975335e-15,5.927582488454967e-15,3.2771030255186716e-16,3.5690820511484715e-16,3.3583611932695917e-16,8.007601045254505e-12,9.857283854805688e-14,2.2177179038181733e-13,1.0642017297036814e-13,1.1401211086340885e-14,1.5877582253157137e-12,1.9900231006076552e-12,6.750421747791919e-15,8.979711931819617e-14,1.5515017526482058e-14,7.773708690987551e-14,1.370400210823658e-13,7.111331014155899e-14,2.9788580305343964e-13,5.741287458472444e-12,1.5515017526482058e-14,2.1036747915103526e-11,5.836519996196879e-12
35-h11975-01-01-00000,bc_a1_SRF,1975,6.311197212724946e-10,9.417722257786985e-13,3.954801268874314e-13,1.531274067765911e-11,9.481306335318304e-12,7.663522532936456e-14,2.800104710562724e-11,1.8637487095891005e-13,7.497330759070763e-15,5.019393337626755e-13,2.321214713908873e-13,1.145207457514686e-13,4.662614916770759e-15,4.662614916770759e-15,5.180651512556519e-16,2.3086968357064276e-16,1.261042563152321e-15,1.0281058667813164e-14,5.803023213393736e-16,1.0281058667813164e-14,6.498894959912605e-15,4.4272974005245875e-16,4.673113770988178e-16,4.838795295213908e-15,5.401093041512624e-16,3.494808598148389e-11,1.3566564120929574e-14,1.145207457514686e-13,1.4620110037558074e-12,5.277539935123451e-13,1.6883202087922087e-12,1.54818604722889e-12,5.588663978289423e-13,3.5964542056120163e-13,5.728503899027669e-13,2.761943582329078e-13,2.4851718335386258e-14,2.8447483054042065e-14,1.5288638159850635e-13,7.949563668719877e-11,5.728503899027669e-13,6.897241983650602e-11,2.5018384752901234e-11
35-h11980-01-01-00000,bc_a1_SRF,1980,9.999854800120286e-11,7.275060643306445e-13,9.735424667010055e-13,1.9418815349623548e-11,1.5201808816852684e-11,3.910072180815813e-13,2.1826603199455e-12,3.7749541708819994e-13,5.849070750112343e-14,1.7721230465693006e-14,8.917104155216985e-13,6.720920468836654e-13,1.226866651595398e-15,1.226866651595398e-15,9.879555605594977e-14,1.0025530863566017e-15,4.3197140825618337e-16,1.4793751783041553e-14,1.2980544785674795e-13,1.4793751783041553e-14,1.1772317288316938e-14,7.28263740691148e-16,1.6569104622794017e-16,7.81222989726793e-15,4.488810364613249e-16,1.2592695597963753e-11,4.8563096366318746e-14,6.720920468836654e-13,1.9557264564881857e-13,3.529586666743418e-13,7.235895608061555e-13,7.056549499313064e-13,3.4160841322326896e-13,1.5727338615294186e-13,2.8401038012081893e-13,1.5821982587138775e-13,9.135549491603183e-14,1.732732467951639e-14,6.921405281537158e-13,3.595892531369892e-12,2.8401038012081893e-13,1.457734152391087e-11,3.077016444239429e-11
35-h11985-01-01-00000,bc_a1_SRF,1985,9.987918786892976e-11,1.4489786492177953e-12,3.7124387608866616e-14,3.4565079909479784e-11,1.4120572575294551e-11,3.078884027218528e-13,1.3536205460062492e-12,3.4151391021325714e-13,7.406600768636018e-14,6.232994161279788e-15,3.559964809822714e-13,8.169104219199318e-13,7.607495072291958e-16,7.607495072291958e-16,6.577091399826449e-14,2.9584591812972086e-17,4.1013762584800923e-16,2.7984952062271057e-14,6.452892828970897e-14,2.7984952062271057e-14,1.1067783355072491e-14,5.255719386647816e-17,2.9614298648083514e-18,2.0710997424297817e-16,3.1020436830030594e-16,4.485142899988402e-11,4.963110797641788e-14,8.169104219199318e-13,1.1719366860921839e-14,2.4968018194292654e-13,1.4115498580427473e-12,1.6216179738999142e-12,2.75899936220989e-13,1.2592427052621008e-14,1.0014224965238319e-13,7.518807098675039e-14,3.6888458884435905e-14,2.9542084652910336e-14,2.8563865355154355e-12,3.573329074083998e-12,1.0014224965238319e-13,8.935869099065452e-11,4.4521834863367873e-13
35-h11990-01-01-00000,bc_a1_SRF,1990,1.6922372474425493e-11,3.0164973353813877e-13,3.292338244848996e-12,1.2922667400626883e-11,1.1422879959216515e-11,2.0759257713703684e-13,1.8629464321516637e-11,1.8392532233829388e-13,7.905075082049295e-14,2.8517327641385105e-16,1.4836422975360604e-13,8.697620130865399e-15,9.071793011123682e-16,9.071793011123682e-16,2.0192835315366911e-16,8.313390372554442e-16,1.5618229993315215e-15,3.401105026729264e-14,4.1707472410429173e-17,3.401105026729264e-14,1.0060175691463186e-14,1.773811796663325e-16,2.8842286407244892e-15,3.6580336324658896e-14,3.5142198215387885e-15,2.7352493637578815e-11,9.528681797242928e-14,8.697620130865399e-15,7.734050292726473e-14,9.976707227434314e-14,1.0807123765859002e-12,1.1226237658415214e-12,1.059714997808752e-13,7.853412876117907e-14,9.795050042700017e-14,1.0318478897058613e-13,1.8052776497888037e-13,6.505481252450526e-14,2.7037640000896005e-12,1.6526991765905688e-11,9.795050042700017e-14,6.263697801283273e-11,1.323978384506649e-12
